book_id,video_id,first_frame,last_frame,num_observations,best_crop_path,best_score,best_quality_crop_path,best_quality_score,status,count_as_book,boundary,segment_ids,mean_shelf_center_x,mean_width,mean_height
000_book_0081,000,47,58,12,crops/000047_014.jpg,0.8775,crops/000054_009.jpg,0.7887,confirmed,1,0,0,3231.3470,47.6667,266.0000
000_book_0082,000,41,59,19,crops/000046_015.jpg,0.8467,crops/000054_010.jpg,0.8089,confirmed,1,0,0,3239.1025,55.2105,281.4211
000_book_0083,000,41,47,7,crops/000045_017.jpg,0.8648,crops/000047_013.jpg,0.7443,confirmed,1,0,0,3239.5378,66.1429,291.4286
000_book_0084,000,48,59,12,crops/000049_016.jpg,0.8665,crops/000054_011.jpg,0.8465,confirmed,1,0,0,3265.8486,58.0000,299.5000
000_book_0085,000,42,47,6,crops/000045_018.jpg,0.8811,crops/000044_019.jpg,0.6980,confirmed,1,0,0,3275.6435,62.0000,312.0000
000_book_0086,000,42,57,15,crops/000047_017.jpg,0.9136,crops/000054_012.jpg,0.8741,confirmed,1,0,0,3284.1944,60.0667,309.5333
000_book_0087,000,42,48,7,crops/000048_017.jpg,0.9035,crops/000048_017.jpg,0.7979,confirmed,1,0,0,3301.3796,55.5714,297.7143
000_book_0088,000,48,60,13,crops/000051_015.jpg,0.8261,crops/000054_013.jpg,0.8214,confirmed,1,0,0,3306.3038,49.9231,265.6923
000_book_0089,000,48,60,13,crops/000049_019.jpg,0.9006,crops/000054_014.jpg,0.8550,confirmed,1,0,0,3322.1114,52.7692,299.6923
000_book_0090,000,43,47,5,crops/000047_019.jpg,0.8786,crops/000044_021.jpg,0.6819,confirmed,1,0,0,3329.7351,65.2000,320.4000
000_book_0091,000,43,61,19,crops/000046_021.jpg,0.8348,crops/000054_015.jpg,0.8260,confirmed,1,0,0,3349.2146,60.5789,263.1053
000_book_0092,000,44,61,18,crops/000052_018.jpg,0.8305,crops/000054_016.jpg,0.8106,confirmed,1,0,0,3368.8445,48.5556,273.6667
000_book_0093,000,44,61,18,crops/000055_016.jpg,0.8898,crops/000054_017.jpg,0.8204,confirmed,1,0,0,3391.2612,61.9444,289.8333
000_book_0094,000,47,49,3,crops/000049_023.jpg,0.5482,crops/000049_023.jpg,0.4723,confirmed,1,0,0,3407.4691,36.0000,234.0000
000_book_0095,000,52,62,11,crops/000061_004.jpg,0.7685,crops/000054_018.jpg,0.7232,confirmed,1,0,0,3421.4127,52.4545,232.6364
000_book_0096,000,44,63,20,crops/000053_020.jpg,0.9123,crops/000054_019.jpg,0.8033,confirmed,1,0,0,3440.9015,57.0000,246.3000
000_book_0097,000,51,51,1,crops/000051_020.jpg,0.6349,crops/000051_020.jpg,0.5721,singleton,0,0,0,3442.9916,82.0000,237.0000
000_book_0098,000,45,63,19,crops/000050_023.jpg,0.8732,crops/000054_020.jpg,0.6653,confirmed,1,0,0,3471.2517,60.1579,247.4211
000_book_0099,000,45,64,20,crops/000058_016.jpg,0.9146,crops/000054_021.jpg,0.6910,confirmed,1,0,0,3505.4572,60.4000,247.4500
000_book_0100,000,46,64,19,crops/000059_012.jpg,0.9148,crops/000054_022.jpg,0.7175,confirmed,1,0,0,3537.9807,58.4211,245.6842
000_book_0101,000,46,63,17,crops/000050_026.jpg,0.8463,crops/000054_023.jpg,0.7141,confirmed,1,0,0,3563.9782,48.5882,244.4118
000_book_0102,000,47,65,19,crops/000060_012.jpg,0.8913,crops/000054_024.jpg,0.7767,confirmed,1,0,0,3588.4649,52.2632,271.2105
000_book_0103,000,47,65,19,crops/000059_015.jpg,0.8446,crops/000054_025.jpg,0.8131,confirmed,1,0,0,3608.1228,55.4737,262.3158
000_book_0104,000,49,65,16,crops/000060_014.jpg,0.8591,crops/000054_026.jpg,0.8395,confirmed,1,0,0,3629.6185,53.8125,262.6875
000_book_0105,000,47,65,18,crops/000056_025.jpg,0.8682,crops/000054_027.jpg,0.8347,confirmed,1,0,0,3650.6148,57.4444,269.0000
000_book_0106,000,47,66,20,crops/000058_023.jpg,0.9088,crops/000054_028.jpg,0.8803,confirmed,1,0,0,3673.8809,66.3500,275.3000
000_book_0107,000,48,66,18,crops/000060_017.jpg,0.8583,crops/000054_029.jpg,0.8278,confirmed,1,0,0,3703.8226,58.4444,268.4444
000_book_0108,000,49,66,18,crops/000060_018.jpg,0.8670,crops/000054_030.jpg,0.8467,confirmed,1,0,0,3722.4173,55.2222,263.3889
000_book_0109,000,49,66,18,crops/000063_013.jpg,0.8735,crops/000054_031.jpg,0.8453,confirmed,1,0,0,3743.2507,58.1111,263.7778
000_book_0110,000,61,67,7,crops/000062_015.jpg,0.8676,crops/000061_018.jpg,0.7398,confirmed,1,0,0,3753.4827,36.2857,260.0000
000_book_0111,000,53,60,8,crops/000059_021.jpg,0.8358,crops/000058_026.jpg,0.8142,confirmed,1,0,0,3756.6156,53.0000,267.0000
000_book_0112,000,48,67,20,crops/000062_016.jpg,0.8972,crops/000049_034.jpg,0.8176,confirmed,1,0,0,3762.2914,60.3000,261.6500
000_book_0113,000,50,68,19,crops/000056_032.jpg,0.8494,crops/000054_034.jpg,0.7027,confirmed,1,0,0,3800.2892,62.4211,245.2632
000_book_0114,000,51,68,18,crops/000061_021.jpg,0.8636,crops/000054_035.jpg,0.6893,confirmed,1,0,0,3827.8908,65.1111,265.7222
000_book_0115,000,64,68,5,crops/000064_015.jpg,0.8108,crops/000066_009.jpg,0.5660,confirmed,1,0,0,3847.6723,50.2000,267.4000
000_book_0116,000,52,60,9,crops/000058_030.jpg,0.8471,crops/000058_030.jpg,0.6716,confirmed,1,0,0,3862.2111,76.8889,282.3333
000_book_0117,000,65,68,4,crops/000067_006.jpg,0.7919,crops/000067_006.jpg,0.5938,confirmed,1,0,0,3874.2503,55.0000,267.7500
000_book_0118,000,52,60,9,crops/000060_025.jpg,0.8695,crops/000058_031.jpg,0.7015,confirmed,1,0,0,3888.8222,85.2222,273.1111
000_book_0119,000,67,69,3,crops/000067_007.jpg,0.7876,crops/000067_007.jpg,0.5702,confirmed,1,0,0,3901.6730,64.0000,259.6667
000_book_0120,000,53,60,8,crops/000057_037.jpg,0.8228,crops/000054_038.jpg,0.7032,confirmed,1,0,0,3918.3656,88.7500,267.5000
000_book_0121,000,66,69,4,crops/000066_011.jpg,0.8756,crops/000067_008.jpg,0.6560,confirmed,1,0,0,3940.8264,62.7500,288.7500
000_book_0122,000,53,60,8,crops/000060_027.jpg,0.8436,crops/000058_033.jpg,0.7208,confirmed,1,0,0,3958.9281,93.8750,315.1250
000_book_0123,000,58,60,3,crops/000060_028.jpg,0.6655,crops/000058_034.jpg,0.6197,confirmed,1,0,0,3975.1990,58.0000,291.6667
000_book_0124,000,66,70,5,crops/000069_003.jpg,0.8078,crops/000069_003.jpg,0.6222,confirmed,1,0,0,3976.2292,52.6000,278.0000
000_book_0125,000,60,60,1,crops/000060_015.jpg,0.8798,crops/000060_015.jpg,0.6740,singleton,0,0,0,3992.2657,716.0000,275.0000
000_book_0126,000,61,63,3,crops/000062_019.jpg,0.8148,crops/000062_019.jpg,0.6751,confirmed,1,0,0,4120.7603,520.6667,327.6667
000_book_0127,000,63,65,3,crops/000064_016.jpg,0.7441,crops/000063_019.jpg,0.6414,confirmed,1,0,0,4176.9779,489.0000,320.6667
000_book_0128,000,64,66,3,crops/000066_013.jpg,0.7918,crops/000066_013.jpg,0.6399,confirmed,1,0,0,4333.1929,31.6667,283.6667
000_book_0129,000,66,73,8,crops/000072_001.jpg,0.8285,crops/000067_011.jpg,0.7710,confirmed,1,0,0,4342.6561,67.3750,268.7500
000_book_0130,000,67,74,8,crops/000067_010.jpg,0.7932,crops/000067_010.jpg,0.7796,confirmed,1,0,0,4356.9058,77.2500,264.8750
000_book_0131,000,68,74,7,crops/000074_001.jpg,0.7167,crops/000069_006.jpg,0.7241,confirmed,1,0,0,4357.8896,77.1429,261.1429
000_book_0132,000,60,61,2,crops/000061_023.jpg,0.5750,crops/000061_023.jpg,0.5634,confirmed,1,0,0,4376.6094,35.5000,290.0000
000_book_0133,000,66,74,9,crops/000068_011.jpg,0.8806,crops/000067_012.jpg,0.8163,confirmed,1,0,0,4382.3369,87.7778,301.2222
000_book_0134,000,66,75,10,crops/000067_013.jpg,0.8686,crops/000067_013.jpg,0.7386,confirmed,1,0,0,4410.9071,86.6000,301.1000
000_book_0135,000,61,65,4,crops/000061_024.jpg,0.7770,crops/000061_024.jpg,0.6296,confirmed,1,0,0,4414.2330,27.2500,293.5000
000_book_0136,000,64,68,5,crops/000066_017.jpg,0.7011,crops/000067_014.jpg,0.6749,confirmed,1,0,0,4419.6723,37.8000,276.2000
000_book_0137,000,61,61,1,crops/000061_025.jpg,0.7305,crops/000061_025.jpg,0.6239,singleton,0,0,0,4421.4532,38.0000,331.0000
000_book_0138,000,66,75,10,crops/000074_004.jpg,0.7964,crops/000067_015.jpg,0.6879,confirmed,1,0,0,4430.4071,73.4000,264.7000
000_book_0139,000,64,75,12,crops/000064_020.jpg,0.8365,crops/000069_010.jpg,0.6608,confirmed,1,0,0,4449.4053,66.2500,269.4167
000_book_0140,000,66,71,6,crops/000066_020.jpg,0.7906,crops/000067_017.jpg,0.7084,confirmed,1,0,0,4462.4648,55.3333,279.0000
000_book_0141,000,69,75,7,crops/000069_012.jpg,0.7077,crops/000069_012.jpg,0.6497,confirmed,1,0,0,4470.5002,81.7143,261.0000
000_book_0142,000,62,76,15,crops/000068_017.jpg,0.9109,crops/000069_013.jpg,0.7233,confirmed,1,0,0,4496.2323,74.6000,332.0000
000_book_0143,000,63,76,13,crops/000067_019.jpg,0.8056,crops/000067_019.jpg,0.7352,confirmed,1,0,0,4526.4567,71.6154,282.0000
000_book_0144,000,63,64,2,crops/000063_022.jpg,0.7697,crops/000063_022.jpg,0.7036,confirmed,1,0,0,4539.7508,19.5000,322.0000
000_book_0145,000,68,72,5,crops/000069_015.jpg,0.8698,crops/000069_015.jpg,0.7544,confirmed,1,0,0,4542.3106,62.4000,303.6000
000_book_0146,000,65,67,3,crops/000067_020.jpg,0.8725,crops/000067_020.jpg,0.7928,confirmed,1,0,0,4550.7458,27.3333,324.0000
000_book_0147,000,64,76,13,crops/000065_022.jpg,0.8494,crops/000067_021.jpg,0.8062,confirmed,1,0,0,4552.8197,65.3077,305.8462
000_book_0148,000,75,77,3,crops/000075_008.jpg,0.6302,crops/000076_003.jpg,0.6799,confirmed,1,0,0,4565.7430,110.6667,279.3333
000_book_0149,000,63,77,15,crops/000073_012.jpg,0.7934,crops/000069_017.jpg,0.8084,confirmed,1,0,0,4576.3130,58.5333,241.4667
000_book_0150,000,64,77,14,crops/000070_016.jpg,0.8559,crops/000069_018.jpg,0.7750,confirmed,1,0,0,4596.2895,69.3571,277.5000
000_book_0151,000,68,72,4,crops/000068_023.jpg,0.7482,crops/000069_019.jpg,0.6900,confirmed,1,0,0,4608.6025,51.5000,301.7500
000_book_0152,000,66,66,1,crops/000066_027.jpg,0.6951,crops/000066_027.jpg,0.5139,singleton,0,0,0,4616.7863,18.0000,331.0000
000_book_0153,000,69,77,9,crops/000073_014.jpg,0.7689,crops/000069_020.jpg,0.7011,confirmed,1,0,0,4618.4103,85.7778,295.7778
000_book_0154,000,64,64,1,crops/000064_026.jpg,0.5379,crops/000064_026.jpg,0.0186,boundary,0,1,0,4618.8604,40.0000,329.0000
000_book_0155,000,65,68,4,crops/000066_028.jpg,0.7567,crops/000067_025.jpg,0.6862,confirmed,1,0,0,4627.1253,27.7500,324.5000
000_book_0156,000,67,77,11,crops/000068_025.jpg,0.7612,crops/000076_008.jpg,0.6900,confirmed,1,0,0,4631.4523,74.6364,301.2727
000_book_0157,000,65,66,2,crops/000065_027.jpg,0.7691,crops/000066_029.jpg,0.5781,confirmed,1,0,0,4642.3592,18.5000,331.0000
000_book_0158,000,68,78,11,crops/000071_018.jpg,0.8368,crops/000069_022.jpg,0.6877,confirmed,1,0,0,4650.7741,72.5455,261.8182
000_book_0159,000,65,78,13,crops/000069_023.jpg,0.8531,crops/000076_010.jpg,0.6816,confirmed,1,0,0,4667.0359,68.0769,266.6923
000_book_0160,000,65,66,2,crops/000066_030.jpg,0.8505,crops/000066_030.jpg,0.5549,confirmed,1,0,0,4678.6092,25.0000,291.5000
000_book_0161,000,69,78,10,crops/000072_020.jpg,0.7400,crops/000077_008.jpg,0.6359,confirmed,1,0,0,4690.3752,64.4000,222.5000
000_book_0162,000,66,79,14,crops/000073_019.jpg,0.8704,crops/000076_012.jpg,0.7237,confirmed,1,0,0,4701.8675,60.7143,264.0714
000_book_0163,000,66,79,14,crops/000071_022.jpg,0.8247,crops/000076_013.jpg,0.7126,confirmed,1,0,0,4721.7246,59.2857,231.2143
000_book_0164,000,66,77,12,crops/000072_023.jpg,0.8828,crops/000076_014.jpg,0.7664,confirmed,1,0,0,4738.1468,52.0833,267.7500
000_book_0165,000,71,79,8,crops/000073_022.jpg,0.7981,crops/000076_015.jpg,0.7230,confirmed,1,0,0,4750.7001,74.3750,300.7500
000_book_0166,000,69,69,1,crops/000069_028.jpg,0.6749,crops/000069_028.jpg,0.7201,singleton,0,0,0,4755.7364,17.0000,317.0000
000_book_0167,000,67,70,4,crops/000070_026.jpg,0.7196,crops/000067_030.jpg,0.7665,confirmed,1,0,0,4760.3400,21.7500,320.5000
000_book_0168,000,67,80,14,crops/000076_016.jpg,0.8637,crops/000069_030.jpg,0.7928,confirmed,1,0,0,4771.5477,64.5000,306.4286
000_book_0169,000,67,68,2,crops/000068_033.jpg,0.8529,crops/000067_032.jpg,0.8309,confirmed,1,0,0,4786.1414,31.5000,330.0000
000_book_0170,000,67,80,14,crops/000075_021.jpg,0.8352,crops/000076_017.jpg,0.7777,confirmed,1,0,0,4789.8334,63.0714,307.3571
000_book_0171,000,72,80,9,crops/000076_018.jpg,0.7798,crops/000077_014.jpg,0.7242,confirmed,1,0,0,4801.7961,68.2222,261.7778
000_book_0172,000,70,80,11,crops/000073_026.jpg,0.8717,crops/000077_015.jpg,0.7429,confirmed,1,0,0,4820.6498,62.1818,273.3636
000_book_0173,000,67,69,3,crops/000067_034.jpg,0.7849,crops/000069_033.jpg,0.6048,confirmed,1,0,0,4833.6730,44.0000,288.3333
000_book_0174,000,68,81,14,crops/000077_016.jpg,0.8138,crops/000081_003.jpg,0.7456,confirmed,1,0,0,4843.8090,51.6429,245.5000
000_book_0175,000,73,81,9,crops/000078_012.jpg,0.8536,crops/000077_017.jpg,0.7168,confirmed,1,0,0,4853.9747,64.7778,262.2222
000_book_0176,000,68,72,5,crops/000072_030.jpg,0.8600,crops/000072_030.jpg,0.6889,confirmed,1,0,0,4859.1106,23.6000,285.2000
000_book_0177,000,74,81,8,crops/000074_029.jpg,0.8618,crops/000080_007.jpg,0.7105,confirmed,1,0,0,4874.5478,71.1250,295.3750
000_book_0178,000,68,81,13,crops/000072_031.jpg,0.8324,crops/000081_004.jpg,0.7879,confirmed,1,0,0,4875.6743,46.9231,275.6923
000_book_0179,000,68,76,9,crops/000072_032.jpg,0.8870,crops/000076_024.jpg,0.6311,confirmed,1,0,0,4896.5620,36.0000,306.6667
000_book_0180,000,74,76,3,crops/000075_029.jpg,0.7677,crops/000076_025.jpg,0.6562,confirmed,1,0,0,4905.5383,45.0000,269.3333
000_book_0181,000,69,73,5,crops/000072_033.jpg,0.7010,crops/000069_037.jpg,0.4964,confirmed,1,0,0,4910.9359,23.8000,281.4000
000_book_0182,000,69,73,5,crops/000071_033.jpg,0.7500,crops/000069_038.jpg,0.5405,confirmed,1,0,0,4926.4359,30.0000,283.0000
000_book_0183,000,69,83,14,crops/000075_030.jpg,0.9009,crops/000081_005.jpg,0.8287,confirmed,1,0,0,4940.9795,71.5714,309.8571
000_book_0184,000,80,82,3,crops/000082_003.jpg,0.8266,crops/000081_006.jpg,0.7479,confirmed,1,0,0,4943.5333,90.3333,270.6667
000_book_0185,000,81,84,4,crops/000081_007.jpg,0.8586,crops/000081_007.jpg,0.7847,confirmed,1,0,0,4982.6951,89.2500,263.2500
000_book_0186,000,77,78,2,crops/000078_014.jpg,0.7529,crops/000077_020.jpg,0.6204,confirmed,1,0,0,5224.2286,718.0000,280.5000
000_book_0187,000,79,79,1,crops/000079_013.jpg,0.8948,crops/000079_013.jpg,0.6560,singleton,0,0,0,5331.3240,593.0000,423.0000
000_book_0188,000,83,83,1,crops/000083_003.jpg,0.7625,crops/000083_003.jpg,0.6326,singleton,0,0,0,5391.9353,389.0000,369.0000
000_book_0189,000,76,79,3,crops/000079_015.jpg,0.8258,crops/000076_027.jpg,0.6408,confirmed,1,0,0,5542.5049,27.0000,376.6667
000_book_0190,000,77,90,14,crops/000082_004.jpg,0.8917,crops/000081_008.jpg,0.8106,confirmed,1,0,0,5550.6848,65.5000,366.3571
000_book_0191,000,76,76,1,crops/000076_028.jpg,0.6669,crops/000076_028.jpg,0.5792,singleton,0,0,0,5552.2931,27.0000,379.0000
000_book_0192,000,84,87,4,crops/000087_001.jpg,0.8792,crops/000084_003.jpg,0.6974,confirmed,1,0,0,5554.9401,79.2500,364.5000
000_book_0193,000,80,81,2,crops/000081_009.jpg,0.8232,crops/000081_009.jpg,0.9184,confirmed,1,0,0,5567.9931,91.5000,376.5000
000_book_0194,000,76,76,1,crops/000076_029.jpg,0.5862,crops/000076_029.jpg,0.0496,boundary,0,1,0,5568.2931,25.0000,343.0000
000_book_0195,000,79,90,12,crops/000084_004.jpg,0.8577,crops/000081_010.jpg,0.7662,confirmed,1,0,0,5576.8025,70.5000,340.9167
000_book_0196,000,79,91,12,crops/000079_017.jpg,0.8209,crops/000081_011.jpg,0.8469,confirmed,1,0,0,5604.2998,64.6667,288.1667
000_book_0197,000,81,91,11,crops/000082_007.jpg,0.9036,crops/000083_007.jpg,0.8417,confirmed,1,0,0,5623.1179,74.1818,347.4545
000_book_0198,000,77,91,15,crops/000080_015.jpg,0.8310,crops/000081_013.jpg,0.8404,confirmed,1,0,0,5644.3591,61.0667,344.6000
000_book_0199,000,77,91,15,crops/000081_014.jpg,0.8735,crops/000081_014.jpg,0.8239,confirmed,1,0,0,5657.2258,59.2000,332.7333
000_book_0200,000,78,92,15,crops/000082_010.jpg,0.9065,crops/000081_015.jpg,0.7810,confirmed,1,0,0,5686.1082,64.4667,337.8000
000_book_0201,000,78,92,15,crops/000082_011.jpg,0.9190,crops/000089_008.jpg,0.7693,confirmed,1,0,0,5704.7748,64.6000,337.4000
000_book_0202,000,91,93,3,crops/000093_001.jpg,0.8173,crops/000092_003.jpg,0.8103,confirmed,1,0,0,5720.1537,97.6667,323.6667
000_book_0203,000,78,93,16,crops/000081_017.jpg,0.9227,crops/000081_017.jpg,0.8202,confirmed,1,0,0,5736.6032,64.6250,340.0625
